,대출등급
51496,1
93130,3
73135,1
28708,2
66220,0
20544,2
83190,1
82645,2
74007,2
32463,1
61391,1
28734,3
7741,0
83064,2
30151,2
61528,3
79777,3
3886,0
90683,2
81246,3
39502,0
28879,2
81346,3
40963,2
73168,1
66242,1
13018,2
20631,0
13627,2
79858,1
88848,3
65269,2
22593,0
41590,2
1505,2
59657,0
70821,1
18384,1
76727,1
84702,1
1645,2
78509,4
43764,0
84146,4
40760,3
71853,3
3990,0
8765,4
86697,1
78154,1
27177,2
46051,3
96087,3
74870,0
54186,3
51359,3
73336,2
52448,1
15231,0
84450,1
39188,1
20092,1
34224,1
90165,4
16518,2
84187,1
72908,1
50040,1
61939,3
27954,1
19558,0
76355,0
1567,2
36027,1
50241,3
4856,1
91087,3
83335,2
32210,2
6238,4
38870,3
66490,3
58399,1
48966,6
63153,1
76094,2
70766,3
24715,2
45695,1
68433,1
55910,5
1478,2
63281,4
27381,2
17325,0
31828,1
42632,1
12097,0
53254,1
10318,1
42937,2
5230,0
93127,1
64111,3
43355,2
10526,0
6056,2
10149,1
4188,2
41984,2
78767,2
26448,3
38542,0
42027,2
25125,3
60863,1
26822,3
65220,0
41046,0
74772,0
91486,0
79917,1
11391,2
81498,2
26184,2
54366,2
72490,1
47266,1
85421,0
5186,1
87121,2
50030,1
73433,1
75738,2
37887,1
69265,2
69133,0
34196,1
86848,1
75485,4
56727,1
54947,0
38323,4
59917,5
88751,2
908,1
16511,1
51022,3
4439,0
10225,2
22265,1
73157,1
64887,1
34433,2
80756,0
5333,2
58257,2
31529,2
91989,4
44632,1
49308,0
18133,1
59466,4
2249,4
18932,0
54802,1
74673,0
27420,0
44500,1
49074,0
66115,1
27011,2
77884,1
15163,2
56264,2
86922,2
25938,2
60015,1
53620,4
61323,2
14625,3
54018,2
85717,3
32935,1
49700,2
86044,1
35759,0
39428,0
36066,1
55038,2
60515,2
46649,4
71578,6
48445,0
87946,2
28869,0
34820,2
16614,4
9764,1
54974,3
48496,3
39846,0
61852,1
50205,2
20634,4
17126,1
1597,1
51112,5
34686,3
912,2
68609,0
43400,2
36970,0
70049,2
393,1
45176,0
63151,1
28513,2
71068,4
2377,1
16335,1
87569,3
74184,2
54435,1
57360,2
15172,3
76876,2
91402,3
91881,2
48598,1
68343,3
82554,3
15448,1
66206,2
42023,2
10810,1
49562,1
78544,1
75603,0
67887,2
46336,1
345,2
39277,0
43674,2
47391,4
70230,6
33875,1
67987,3
27719,2
83049,1
65165,1
84071,2
16745,3
37115,2
91178,1
7062,5
23587,0
2158,1
1066,1
49598,3
85133,0
74280,1
35908,0
11498,3
96214,1
45797,1
40546,3
7305,0
17893,2
81731,0
30821,1
5602,0
76005,0
51536,1
12260,3
17695,1
52697,3
19678,1
31667,0
55887,1
30975,2
26770,5
60941,1
75258,0
35048,2
23759,0
48772,5
9649,2
85828,2
68035,2
75216,5
84981,3
6797,1
29356,3
87025,2
22185,1
78191,4
17068,0
65881,0
8808,2
57134,1
70818,4
73914,1
50015,0
57128,1
35378,1
18118,1
36888,1
15507,3
32235,3
85813,3
16999,1
17548,2
83330,2
48600,0
36683,1
61637,1
47179,2
90045,0
82115,4
21698,1
11363,2
46955,2
85297,2
36547,3
35017,5
24757,1
30588,4
31367,2
70864,2
4302,1
29735,3
30792,1
39071,2
57755,0
68807,2
94281,2
79646,2
86129,3
50288,2
13253,1
85275,2
19894,3
69575,2
10551,5
2911,4
52126,3
45654,3
84912,1
85013,0
74645,1
8407,2
95970,4
38085,4
34696,1
64261,0
61884,2
12014,0
1636,1
12008,5
41970,4
44624,1
78103,1
6539,0
42685,1
91724,0
56931,2
63679,2
63258,4
94517,0
62900,2
63321,0
35255,4
86459,5
33164,1
38576,0
23519,3
28336,0
43643,0
37289,1
35701,4
54740,0
64174,1
79379,4
92614,2
48001,0
92172,4
61693,1
49530,0
68266,2
38309,1
29486,1
17387,3
55016,1
22690,2
21227,3
22677,2
15544,4
78763,0
90573,4
87563,1
20119,3
4131,1
68276,1
54081,2
21676,1
91392,3
60370,1
20226,1
49949,5
16951,2
58409,1
58801,4
86490,0
13941,2
67592,1
23645,2
69657,2
51433,3
68780,1
7784,2
87714,2
30243,2
13252,2
46661,3
65027,6
40198,2
47509,1
92684,3
21235,2
33479,1
65189,3
22930,0
40846,0
64056,3
92775,3
40390,1
52939,2
33023,1
18185,3
1446,4
33539,1
68043,3
16498,4
37141,4
88272,2
46773,2
84701,2
41223,0
21881,4
86052,2
5680,1
85490,1
87120,4
50642,3
81141,2
1048,2
48594,0
64592,2
53955,1
83032,5
58495,3
449,2
11152,2
20102,1
45823,1
22118,1
67155,0
2978,1
39887,1
28611,1
5583,0
6822,2
42867,2
93975,0
28765,1
8683,0
79767,4
53549,2
86279,1
77474,0
615,2
7611,5
23835,0
91390,3
54240,4
95886,2
31502,2
33257,1
81549,3
1565,1
18154,1
33061,1
25616,1
23882,2
75018,4
40875,1
3266,1
70966,2
79153,0
40764,4
62618,1
40506,4
4514,4
56959,0
68960,2
27704,0
34875,2
16751,1
91167,1
36108,1
49153,0
49933,4
65142,4
18292,1
3931,2
95398,1
65795,3
21809,1
33158,0
59924,1
12434,4
28028,0
62831,3
2837,0
7507,2
70355,0
83928,0
58582,0
80290,2
113,2
18755,1
59648,1
50199,2
34332,2
6029,0
45558,1
11207,0
10493,1
89826,1
22103,1
45298,2
83433,3
13074,2
87374,2
23554,2
25985,2
64212,1
80638,3
33344,4
19491,5
61818,1
63811,2
47169,1
34527,3
32016,2
26226,1
85231,1
5019,2
39909,2
37640,0
86855,2
47939,1
4963,2
35292,2
10497,0
3131,2
24708,2
28330,1
41072,3
24663,2
76303,3
10068,4
65236,2
61373,3
86557,2
52170,0
33730,5
42576,1
92282,2
82759,3
72440,3
44680,3
32889,1
61958,2
88590,1
78924,0
95422,3
25382,1
39411,2
4952,0
77889,1
554,1
56238,1
79507,2
25301,2
21801,4
32702,3
33673,1
10439,1
80777,1
21669,1
19541,2
54761,1
63166,0
66858,2
54072,1
45750,1
59206,2
11988,1
85970,0
45980,2
96210,1
52263,1
22922,0
71919,0
86243,0
60992,1
72232,0
94641,3
88996,1
25044,3
5971,2
94287,0
55662,0
62086,2
45960,3
83291,2
3959,0
27032,1
65368,1
88041,1
58195,3
47032,2
61345,0
25013,1
20661,1
67056,2
18390,3
12866,1
10851,4
46217,1
42850,2
93776,2
47329,1
18299,1
81864,1
24055,2
88909,2
89400,4
8716,1
26811,0
22423,2
76566,0
31768,5
61880,3
85872,3
87927,2
84091,1
80625,2
48974,1
36505,1
16150,2
66988,1
70454,0
65479,1
75533,1
68037,2
58128,3
24174,5
19822,0
84681,4
62969,1
40080,0
30914,2
19510,1
12483,0
83060,5
49229,2
8812,3
74264,2
53981,2
40468,2
94794,4
35425,0
94788,2
92276,3
12674,0
8582,3
46789,3
35126,1
64170,1
70930,3
4917,4
12615,1
54364,2
5883,2
89908,2
77787,1
21580,2
61715,4
86103,2
94387,4
42836,1
33342,4
56974,4
31614,0
51106,4
33451,1
71228,0
33813,1
79959,2
51761,2
59693,0
69987,1
51957,1
2690,3
38721,3
9088,4
39616,3
13417,1
48347,1
86186,4
58921,1
6920,3
1766,1
24273,2
71415,2
42162,1
54716,2
53716,0
22005,1
60336,1
37850,4
69340,0
5373,2
88696,1
42875,4
9592,0
87410,0
84245,4
95289,2
71410,3
72398,0
65008,2
18542,2
13632,1
15585,2
14803,1
57298,5
81420,2
15869,4
25760,0
65643,4
20911,3
74519,2
4284,1
72620,2
38232,0
89064,1
82550,1
884,1
76492,4
66520,1
89811,3
5856,2
47124,4
45807,1
22203,1
52454,1
65206,1
80543,0
14287,0
53457,3
68310,3
75385,3
54907,0
45287,0
9738,2
30903,3
34090,2
70419,1
33111,1
8420,0
91122,1
37642,1
1739,3
91214,1
42238,1
81426,3
90472,3
81522,3
16017,1
84824,0
59879,0
34047,1
12922,0
18124,1
73781,2
83302,3
18231,2
18895,0
78050,1
9653,1
11022,2
77135,0
88193,3
3215,0
53507,2
88805,1
76555,1
56800,0
63466,5
30894,1
35994,0
24189,1
3298,0
33253,2
43956,0
4874,2
77842,2
78689,0
90725,1
77487,1
1038,0
92327,2
70553,2
30385,2
22018,2
89092,4
82512,1
52240,5
20876,3
764,1
43761,3
89834,1
27162,2
51040,1
80831,3
9166,1
44865,1
84398,2
60689,1
56243,0
44233,1
64199,1
68361,0
65639,3
44509,1
78404,1
81001,0
55222,2
69158,1
62426,2
95780,1
7712,1
50737,0
77347,3
28140,3
88276,2
63032,0
4608,3
7074,3
4985,4
46610,2
92743,3
54055,0
55673,1
94219,1
22784,0
89727,3
71330,1
69016,5
16321,2
89753,1
93335,0
20736,2
37184,2
17940,5
73647,1
27730,5
60518,0
31887,1
1715,2
76462,4
59830,1
61043,3
70320,0
45712,3
38748,4
30718,2
4010,3
60434,3
81229,3
8457,1
33139,0
10552,2
66334,0
35570,1
56244,1
20125,1
4301,0
53595,0
22240,2
76110,0
67759,1
69221,5
66042,2
23718,1
15810,3
10516,0
26597,0
95374,1
66729,1
5331,0
49290,0
51750,3
71618,3
88136,1
77221,1
96149,1
62159,3
93616,0
32947,0
80776,2
8645,0
28399,0
55205,0
77156,1
64957,1
13963,2
11858,2
78809,3
91477,4
60372,1
33973,1
62525,1
73758,1
87961,1
73632,3
46145,2
79412,4
4403,2
26732,2
57559,2
74180,2
44581,2
63278,0
16040,0
76260,2
65557,4
46057,2
22678,0
92557,2
37539,0
76211,1
56976,2
83760,1
12459,0
24464,0
7987,5
86489,0
45871,0
14745,1
44539,2
73317,1
75606,0
14162,1
68542,4
45304,1
91482,2
12515,1
21727,3
12015,3
52401,1
1305,1
14264,2
62980,2
88372,0
14736,0
79956,5
25527,1
668,4
15553,1
52276,1
68540,2
24633,0
51637,1
67949,0
50089,1
43019,1
47755,1
62569,1
62624,3
95315,1
19775,1
12927,1
29879,2
38120,1
32544,1
51345,2
57154,2
74954,3
69328,3
71694,3
37843,1
27861,1
96109,0
53834,3
40110,3
40901,2
58343,2
31328,2
36240,2
66611,2
84293,0
62025,0
57160,1
10997,2
55003,1
33387,2
77057,0
27984,3
25433,0
25971,1
60893,0
71442,0
64325,2
32590,1
25343,0
38129,3
30118,2
56783,1
54967,0
37325,4
76777,0
43736,1
62311,5
19962,3
37313,0
28093,1
80019,2
94846,2
68135,0
48280,5
18635,1
34700,0
78106,1
50158,1
42142,2
33208,2
3372,2
78997,1
85926,4
32894,1
70391,2
84322,3
56233,0
90108,1
80238,4
35059,1
76703,3
53925,2
90373,1
73474,1
2419,4
90056,4
8974,0
42171,3
90557,1
78345,3
44666,2
42800,1
68593,4
44130,5
63235,3
21163,2
30985,4
30974,2
22195,1
93826,3
66848,3
58408,1
78919,2
83746,1
71284,2
74577,0
38011,1
23995,1
88890,4
48211,2
25641,3
63388,0
80665,2
57232,2
60196,2
39495,5
22244,0
5337,2
78679,0
82985,2
31036,1
8079,4
9566,2
9286,0
28392,1
38095,3
9131,2
19219,2
31069,0
89604,1
53871,1
43387,0
27141,1
27620,3
75677,1
86519,1
50843,2
50,0
26281,3
15827,1
22016,0
96212,1
73976,4
27880,2
92288,3
57158,0
67271,3
56135,2
94413,1
73121,1
46556,1
28588,1
16104,1
30898,1
70555,2
53527,0
78542,1
22628,1
75701,2
78303,3
20755,3
82207,2
47207,1
44846,2
43903,2
62008,1
60548,2
9318,0
32897,2
37353,1
5462,2
9349,1
28835,1
15363,1
78043,1
26674,1
12636,1
78444,2
3495,2
40953,2
75581,2
71321,4
3390,3
62672,2
13164,2
25816,2
21914,4
89414,1
52884,3
73488,0
49965,1
50398,3
47656,0
67262,2
91781,1
46335,3
80234,1
18793,1
27973,1
82890,2
64233,2
70610,2
74640,1
48339,1
12970,2
96213,1
80284,1
14069,3
33117,2
56790,4
68674,4
96111,3
17392,3
21765,1
91163,2
40869,1
63064,2
12918,3
94789,4
43994,1
83827,3
49004,3
87010,2
66501,3
41800,1
8354,3
38380,3
82843,5
9972,1
56466,4
32686,2
54151,0
1063,3
92978,1
22320,4
25660,4
87294,2
14480,2
32979,1
49063,1
95446,0
54250,3
64077,1
22896,1
28764,1
70892,3
56539,1
22534,2
53610,2
74294,1
75559,0
17697,4
92089,2
68964,2
1493,0
16379,3
49740,2
17178,1
84365,1
2292,0
23172,2
51834,2
43107,1
47848,1
17942,3
11808,1
56766,2
24958,2
61726,2
70854,1
9762,0
62197,1
87370,0
31526,2
59671,4
22792,2
47646,1
42145,4
55012,1
25631,1
24737,0
15924,4
62649,2
43704,1
57813,1
54671,3
53420,1
59809,1
33441,1
82328,2
81797,1
69447,3
37803,0
71202,2
9684,1
24193,3
19068,2
87389,0
15914,0
29974,2
63612,1
19564,1
76915,1
63510,3
47160,2
84947,1
27091,0
64920,2
52510,2
3467,2
64766,0
70648,1
30617,4
5380,0
60637,4
45054,0
16472,4
53452,1
67893,3
40420,0
59750,2
66738,1
25226,2
69720,1
32729,0
52037,0
14221,2
46154,3
11058,0
33687,1
35936,3
44931,0
1961,2
11703,0
67411,0
92947,1
41974,4
39134,2
11257,3
69480,5
15203,2
81701,4
72225,2
9346,1
5511,3
83877,2
66221,2
58405,3
9646,3
73364,0
55115,0
32533,2
23652,1
48871,2
35283,0
1282,1
82938,1
91698,0
35716,0
41087,2
64070,1
78634,4
38233,4
13419,1
50462,1
14432,1
62188,1
30701,1
70588,1
82597,5
76672,1
74629,3
53587,1
68444,3
20564,4
77433,1
7767,4
78783,0
2331,2
88565,1
83466,0
95750,1
6629,1
93022,2
92458,2
64058,2
6416,1
70882,1
10524,1
75487,0
5227,0
27924,2
43812,2
19563,2
66252,4
7157,4
83431,1
42738,3
57231,2
22871,2
32066,1
33590,5
83732,2
9950,1
47166,0
79282,1
7368,2
42449,1
1606,3
20047,0
19100,0
63285,1
54238,5
54022,1
13459,1
42653,0
603,3
92810,3
55280,2
81334,0
59663,0
33529,1
10356,4
95159,2
50386,2
49338,1
20116,0
38274,1
26909,4
15543,2
20650,3
67503,1
14390,1
57740,3
72404,4
80857,2
36150,6
17401,2
3640,2
9094,4
9176,0
75673,0
9879,2
88987,3
70259,5
9982,2
51276,4
67819,2
84213,0
10215,3
63589,0
11289,3
73569,0
42871,0
41917,0
60668,1
75350,0
65756,3
92025,5
6745,1
78710,1
5484,2
86112,2
9855,1
24857,3
48520,6
34747,1
82126,2
53002,2
13678,0
83688,1
96128,0
31782,0
60508,1
34110,1
25093,1
70057,2
72059,2
31088,2
15154,2
4799,2
63437,2
10043,1
90609,3
39569,0
77724,1
82507,1
46884,3
33371,4
6025,1
67324,3
14916,3
88691,0
27433,1
69522,2
3483,0
7524,0
47188,2
32648,0
58190,1
66323,1
23846,2
85159,2
80807,2
66957,3
70486,1
58935,0
73243,4
66822,2
5921,0
15161,2
15615,2
61766,4
57256,3
19462,5
95860,1
47812,1
37055,1
81753,2
94889,2
6714,1
59574,0
14429,1
96036,1
36195,2
32920,2
42659,2
53788,2
71027,2
85267,0
69766,2
70410,0
79435,0
94725,2
27786,0
4503,3
21245,1
94602,1
36959,0
71762,1
44640,3
19324,3
65526,2
95805,1
3334,1
27438,2
81178,2
72606,1
41971,2
64034,2
33105,1
18688,2
18014,1
42730,4
19420,3
34404,2
52050,2
28294,0
57611,4
28573,2
17071,4
32995,0
6405,1
18157,3
18222,2
2634,1
1924,3
25028,1
23962,2
10721,4
59612,1
39602,1
36249,0
36037,2
60038,1
52470,4
29433,2
26798,4
64595,0
74297,1
25274,2
96070,1
71232,3
68514,3
8176,3
46607,1
87136,2
90845,3
55301,0
61042,4
44333,0
48294,0
36032,2
4486,3
83804,0
88628,1
76368,3
13130,3
36091,1
63152,1
34996,1
64590,2
53342,3
51332,4
48563,0
518,2
13159,1
35084,2
5917,2
45073,2
50291,1
87974,2
10701,0
89912,1
37473,2
15477,1
24298,2
94741,0
95335,3
28592,2
18485,1
71309,0
77475,1
57433,0
91260,0
9891,2
38745,2
10436,2
85574,3
61639,2
33759,1
56808,2
77172,2
76528,0
51056,4
31913,0
66319,0
93173,3
13496,2
9757,1
67223,2
80485,1
76868,4
22802,2
17267,3
4756,2
82050,0
3323,2
69589,2
14163,5
56298,1
73600,3
34524,3
57043,0
16204,1
80273,2
11160,1
81059,1
8919,4
72311,2
18152,0
56918,2
57571,2
14780,1
11194,0
95760,1
42833,4
257,4
25664,2
88027,2
78952,0
3652,1
57945,3
39985,2
83937,0
95448,1
76448,2
24503,1
64409,0
90909,2
55302,2
58404,3
69786,3
67536,2
71197,1
25445,0
21135,1
6870,2
62785,2
40242,0
38883,1
40316,2
45821,2
2829,1
810,4
70389,0
10287,1
10756,0
76940,2
61170,2
9058,3
14174,4
82298,2
90295,0
37926,2
17312,2
58831,0
54831,3
66428,3
33291,2
55054,1
19186,2
77832,2
88304,3
16493,3
66281,2
18413,1
84284,1
62670,2
62752,2
71596,2
43237,1
35625,1
33561,4
25583,5
72534,1
3465,3
88406,3
32065,1
66201,1
66659,1
81658,2
20513,0
37677,3
44305,1
69821,1
6632,2
68623,2
87873,2
6294,4
27941,2
96209,2
19542,1
14242,1
49316,0
90106,0
79622,3
68124,2
64793,0
55036,1
7724,2
74930,2
47904,1
734,3
22517,1
32008,4
46384,4
82440,1
81544,0
9104,2
79625,2
67567,3
4441,3
45706,2
23495,0
77319,4
23170,0
19365,0
68217,0
86731,1
4847,1
24313,2
86590,1
25598,2
93007,1
51255,2
30490,0
27552,2
94192,2
40027,0
50917,1
83204,3
76885,0
57477,0
63010,2
44924,0
15739,2
21175,4
55751,1
2626,2
24272,2
62175,3
86049,0
78858,2
83883,4
76620,1
56379,0
22945,3
40281,3
18517,3
5547,5
90809,2
63086,1
11263,0
60545,1
28500,2
46600,1
94774,2
68559,3
5362,1
30860,3
25622,2
5868,3
73646,1
73285,3
20726,1
49631,1
14816,1
38866,1
2508,2
81111,1
6346,1
12034,2
25503,3
53291,4
8524,1
85868,2
67569,0
73428,0
81052,3
65807,2
50184,4
93697,1
57825,0
74124,1
36035,4
86277,0
90299,1
46750,0
30133,2
61152,2
34783,4
59610,2
40883,0
40389,1
28359,0
13334,3
44741,1
20653,1
5378,1
73579,1
50934,0
48926,0
26680,2
75199,2
22393,2
11998,2
88477,2
47049,1
13096,0
75042,2
91938,2
26002,0
44763,1
1503,1
67654,0
40341,1
50794,1
29151,1
34851,4
59752,2
79823,0
25764,3
18780,4
64071,1
56990,3
73795,1
51321,1
3979,1
41214,1
51129,1
56792,2
11665,0
87529,0
21121,4
39391,2
8160,2
3512,2
93556,2
70597,0
43476,3
51715,0
89851,1
48695,4
9966,2
64773,0
7915,3
77597,3
35750,2
42969,1
56633,2
42107,2
67161,1
4583,1
50191,1
44684,0
42971,1
61414,3
13142,2
7163,2
25085,3
22231,0
28714,0
52682,0
805,0
61921,2
43226,3
70964,4
78824,4
18117,1
68588,3
658,1
85894,4
30910,0
29250,2
69500,1
15306,2
24205,1
61600,2
65481,3
86252,2
74069,5
29460,1
78422,2
56168,1
12262,1
34291,4
17135,0
95915,2
12318,3
7810,2
10746,1
70098,2
10951,2
74963,2
7764,1
70472,3
22938,3
14914,2
36390,0
69503,5
52580,2
60661,1
2469,0
90544,2
38841,2
77577,1
87100,0
40361,1
39723,1
34261,2
38230,1
30517,1
40674,0
66188,3
6863,2
64136,0
35605,1
25793,2
13492,3
666,2
68085,2
85193,1
89012,2
74457,3
26175,3
93941,2
31594,1
46120,2
3114,2
55481,2
58242,0
92875,1
65002,2
10031,3
2172,3
61914,0
54976,4
69856,2
353,4
5472,1
48185,2
81462,1
22360,0
75477,3
23002,0
72875,1
46118,2
72036,2
24498,1
35915,1
89478,4
8973,1
67570,2
4848,1
87830,0
18082,1
12422,2
49566,1
28731,4
11513,1
53159,2
61465,1
36895,1
78887,1
33893,1
53231,0
15883,4
69011,1
76929,0
68056,1
29326,2
8091,0
67018,0
81344,0
43543,1
62014,2
69928,5
49376,2
70651,2
18221,1
66111,2
48340,2
29969,2
36930,1
32292,2
31496,2
31285,3
4128,0
33870,1
58235,4
10071,2
94811,4
16107,0
83170,1
7602,1
28478,1
68106,2
78424,1
5840,1
90233,1
41392,0
90524,4
7234,1
8499,2
30773,2
14997,2
17390,1
45300,3
77188,0
4060,3
37930,4
34465,0
2570,2
54632,1
8284,2
83911,1
95996,1
5319,3
93615,2
37171,2
89023,2
27761,1
68881,2
31585,1
5257,0
24747,0
38225,0
5413,5
30368,1
29671,3
8121,0
58958,3
68726,0
29064,2
4557,2
13430,3
49310,4
50450,2
48893,1
93617,2
94244,2
30057,2
34078,4
25223,4
51150,1
29752,4
54212,1
28634,1
41030,1
68902,5
56954,2
88660,1
88671,1
88385,1
30535,1
76069,3
95106,4
79490,3
56033,0
27493,0
57294,0
42600,1
18785,2
19396,4
62264,2
9170,2
31469,0
94350,3
29936,2
95182,1
81297,2
13105,0
4515,0
48921,1
13880,0
52621,1
29165,2
81478,1
53466,0
83754,2
24024,2
32478,1
90610,0
67441,2
25408,3
32552,2
41413,1
11063,2
45359,2
71541,2
88975,6
30580,2
46484,0
64917,1
1839,1
29013,1
90306,3
32160,5
49328,2
77949,1
10101,4
15235,1
57533,0
21020,1
1393,1
4893,1
14056,2
18452,0
64926,2
88026,1
25042,1
46282,2
21671,2
8171,2
11720,3
43359,4
89005,3
93714,2
89718,0
77329,0
79208,2
40541,2
70116,4
80317,0
2034,1
3878,2
732,1
38377,4
17352,1
51440,1
54402,0
69924,2
67871,3
11223,0
14610,0
26007,4
38694,1
55108,1
9486,3
66316,2
87632,2
70710,0
81068,2
82134,2
12303,4
86635,2
45782,1
33517,1
92961,1
27855,1
13947,2
61482,1
86230,1
24773,0
68665,2
5236,4
85878,2
12943,3
2333,0
96123,0
20553,1
19910,2
50232,1
45910,1
55414,0
79672,1
47283,4
39772,3
56615,0
74210,2
89875,1
7785,4
23565,2
13332,0
39331,0
85666,4
66708,4
33167,1
78311,3
69643,3
68601,1
14586,1
62282,1
90007,2
66913,2
60523,0
30509,1
9012,2
80221,1
68235,4
58918,3
89505,2
93070,1
34130,2
87137,0
70412,3
60241,1
93239,2
22703,2
17176,1
38586,2
10462,1
46842,4
64476,2
75169,1
84844,1
22335,2
22112,2
51547,3
15400,1
51021,4
43263,1
35147,5
28220,1
37136,3
37903,3
62987,2
56024,2
2465,5
2681,0
55608,1
76326,2
65060,0
37205,2
89731,2
44301,2
17880,3
36119,1
89388,1
83377,3
28616,0
33901,2
11879,4
26020,3
42748,2
46986,3
45531,0
62171,3
41745,2
61699,0
29184,0
88386,4
81597,1
19629,1
3736,2
83693,1
5721,5
78178,2
10988,1
85508,4
11366,2
76052,0
14125,1
90880,2
11376,3
74177,0
30112,1
60215,4
32886,0
80517,2
93819,2
83104,1
8981,1
89095,2
4649,1
33572,2
24904,1
32107,3
12264,3
40487,5
1711,0
54793,2
4796,1
89247,4
68091,0
63316,2
23736,2
8215,2
21028,2
78098,1
84806,2
43314,3
88781,2
65355,2
70407,2
76134,2
74503,2
7817,1
36979,0
26866,2
37991,2
85293,2
51630,1
2163,3
10359,3
52191,1
3480,1
37931,4
76449,2
46983,1
85615,6
62032,3
49494,2
73587,4
14779,1
71083,2
28387,2
68995,5
33389,1
20641,1
5894,0
15923,4
80620,3
16590,4
54820,6
6088,3
23472,1
16191,1
45957,5
35081,2
53311,1
51645,5
55881,2
36124,1
27544,0
1930,0
88109,1
92630,3
17783,3
59927,3
44818,0
36409,2
35511,3
56793,1
76805,3
15734,2
80220,1
17475,2
14523,2
73156,1
9113,0
9005,0
6622,2
17685,0
86160,2
5898,4
65222,1
41162,4
3730,4
71684,0
10251,0
31726,1
82571,2
83408,1
3204,4
3142,1
48140,1
31190,1
2995,2
78725,4
4073,4
86227,2
71737,0
24075,2
50394,1
76095,1
1804,0
19866,1
65894,2
366,2
90160,2
59623,0
89249,4
69435,1
1838,0
93654,1
86111,4
46311,2
92990,2
66314,2
41997,2
30169,2
44049,2
57962,1
92925,1
64892,3
81765,1
38066,6
7819,2
77234,0
83187,1
83872,0
50292,4
89923,2
37250,1
78644,2
88668,2
54111,2
1314,1
35655,2
2704,1
56610,2
74563,3
37383,2
68117,2
63766,1
78685,3
82765,1
83742,3
42498,2
95781,2
54698,1
28198,0
78854,1
86436,2
13396,5
74174,3
86806,4
40621,0
41337,2
8059,2
57263,0
12525,0
27822,2
30323,2
39614,2
45132,4
41859,2
23340,2
40167,5
92945,2
86240,1
75309,2
62123,4
40152,3
61760,3
5945,2
9747,1
20364,1
57767,1
29532,4
22512,1
46752,1
26981,2
49623,0
20842,3
89865,1
1068,5
47880,2
85857,1
15455,3
44046,2
45669,3
59322,1
87808,1
17608,2
93613,2
5163,0
75480,2
39974,1
80472,1
74183,1
52428,2
25851,3
43354,2
62147,2
61354,0
69564,2
57911,3
18721,2
58963,3
72132,3
34941,1
49114,2
69204,1
69330,2
83318,5
55146,2
92404,0
18345,2
95388,1
71655,1
22539,0
86000,1
77267,1
22312,1
29893,1
75221,0
44477,2
66719,1
76499,2
14198,1
20403,1
29015,5
82031,2
75517,2
56194,5
95974,2
26138,1
78273,1
67029,1
52887,0
10325,0
36969,1
21930,2
37489,1
50166,0
47445,2
21804,2
60695,2
40343,2
4020,0
36400,4
48963,4
57073,2
41323,1
53861,2
46450,2
86261,3
19190,0
9616,0
91754,1
31706,2
64854,3
26559,0
51027,0
33343,3
95041,2
48523,1
84726,4
50458,1
36348,3
1234,0
40785,1
76977,2
69718,1
10162,1
64914,2
81335,2
33745,0
90865,2
4651,2
42791,4
58030,0
68531,0
87036,1
90242,2
12376,2
52185,3
62023,1
51574,2
24167,1
83360,0
59883,1
64280,2
92539,2
37619,0
13077,1
11282,0
89112,0
59105,2
60325,1
59559,2
79227,1
91849,2
79660,4
21478,1
17307,4
45569,2
94565,1
88873,2
14576,2
68695,1
87059,1
48832,2
92475,2
35883,3
30840,3
26288,3
91135,1
18512,0
60216,2
30891,1
48404,4
61902,1
5695,0
105,1
66981,2
76162,1
94868,0
44275,0
12154,2
15866,2
5535,3
37554,1
23762,5
67129,1
30489,1
66606,3
88758,1
46652,2
70810,2
78513,2
27077,2
78514,3
44950,2
22080,0
42629,1
9222,1
72714,1
84044,4
41132,3
59965,4
722,3
45932,0
4121,2
76552,1
94101,2
95112,3
1710,2
44594,2
88930,3
48477,1
43089,0
63355,3
71974,2
51049,2
18559,1
7260,3
11709,2
14245,0
8329,4
11350,0
4405,1
71907,3
85995,1
28250,3
45259,0
32392,3
54047,2
9835,1
56177,2
6003,4
64067,4
48925,1
96167,1
58261,1
5057,2
78308,2
25298,3
75824,1
28024,0
54607,1
73457,0
59507,3
93930,0
87954,0
49165,2
72649,2
25741,0
73858,1
27971,1
28784,3
79409,0
36487,0
64626,1
5926,1
10237,1
26543,4
4224,0
34766,0
34143,1
19993,0
39653,4
26988,2
20486,1
30099,2
43705,1
69433,1
6314,2
12384,1
78871,1
27428,3
84101,3
91884,2
57172,4
93105,4
48159,1
8293,3
76858,0
47163,0
78850,2
62742,2
39633,2
32905,1
2488,3
58169,1
62957,1
21913,3
74431,2
79785,3
93024,4
72991,3
22551,0
94587,0
28196,0
12224,5
59000,1
48234,2
10233,2
24510,5
48521,0
46429,2
42181,4
85689,2
69441,3
12536,3
63605,1
25903,3
44104,3
60566,1
86064,0
62293,1
79782,2
77727,3
5267,3
60879,4
24283,2
2961,2
50722,4
2709,1
51735,2
34238,2
5048,0
34974,1
86667,1
17653,2
8956,2
66287,2
26466,2
17295,2
62904,1
41853,0
85273,0
46056,2
20523,2
4910,0
87445,1
77619,2
80086,1
69717,1
21206,2
93862,1
36942,0
88179,3
26532,2
76844,1
69051,1
346,1
67551,0
51002,1
61241,3
95368,2
85681,0
13088,0
93478,1
31390,0
3073,0
30236,1
25266,3
34574,0
29767,1
